iast	slp1	pos	n	gloss_idx	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
ajurya	ajurya	ADJ	21	2	нестареющие	flag	rare		1	нестареющий:A:1:0.35			
ajurya	ajurya	ADJ	21	3	нестареющий	flag	rare		1	нестареющий:A:1:0.35			
ajuṣṭa	ajuzwa	ADJ	10	3	отвратного	flag	inflected,unknown	отвратный		отвратный:A:-:-			
ajña	ajYa	ADJ	51	3	невежд	flag	inflected,soft_rare	невежда	2	невежда:S:2:4.31			
ajñeya	ajYeya	ADJ	2	2	непостижима	flag	inflected,unknown	непостижимый		непостижимый:A:-:-			
ajñānatā	ajYAnatA	noun	2	2	непостижимости	flag	inflected,unknown	непостижимость		непостижимость:S:-:-			
ajñāta	ajYAta	ADJ	45	1	неузнанными	flag	inflected,unknown	неузнанный		неузнанный:A:-:-			
ajñāta	ajYAta	ADJ	45	2	неузнанным	flag	inflected,unknown	неузнанный		неузнанный:A:-:-			
ajñāta	ajYAta	ADJ	45	3	неузнаваемыми	flag	inflected,unknown	неузнаваемый		неузнаваемый:A:-:-			
ajāmi	ajAmi	ADJ	14	2	чужих	flag	inflected_ambiguous,unknown			чужой:A:-:-			
ajāmi	ajAmi	ADJ	14	3	неродного	flag	inflected,unknown	неродной		неродной:A:-:-			
ajāta	ajAta	ADJ	14	2	нерожденных	flag	inflected,rare	нерождённый	1	нерождённый:A:1:0.50			
ajīti	ajIti	noun	3	2	ненасилия	flag	inflected,unknown	ненасилие		ненасилие:S:-:-			
akalmaṣa	akalmaza	ADJ	23	2	безгрешного	flag	inflected,unknown	безгрешный		безгрешный:A:-:-			
akalmaṣa	akalmaza	ADJ	23	3	безгрешному	flag	inflected,unknown	безгрешный		безгрешный:A:-:-			
akalpita	akalpita	noun	4	3	подлинных	flag	inflected,unknown	подлинный		подлинный:A:-:-			
akaluṣa	akaluza	ADJ	2	2	чистым	flag	inflected,unknown	чистый		чистый:A:-:-			
akampita	akampita	ADJ	2	2	неколебимого	flag	inflected,unknown	неколебимый		неколебимый:A:-:-			
akampya	akampya	noun	4	2	неколебимого	flag	inflected,unknown	неколебимый		неколебимый:A:-:-			
akara	akara	ADJ	2	1	рудниками	flag	inflected,unknown	рудник		рудник:S:-:-			
akara	akara	ADJ	2	2	создал	flag	inflected,unknown	создать		создать:V:-:-			
akaraṇa	akaraRa	NOUN	10	3	бездействии	flag	inflected,unknown	бездействие		бездействие:S:-:-			
akarman	akarman	noun	81	3	бездействию	flag	inflected,unknown	бездействие		бездействие:S:-:-			
akartṛ	akartf	NOUN	40	1	бездействующим	flag	inflected,unknown	бездействующий		бездействовать:V:-:-			
akartṛtva	akartftva	noun	2	1	недействующим	flag	inflected,unknown	недействующий		недействующий:A:-:-			
akarṇika	akarRika	ADJ	2	2	безухим	flag	inflected,unknown	безухий		безухий:A:-:-			
akathayamāna	akaTayamAna	ADJ	3	1	молчаливому	flag	inflected,unknown	молчаливый		молчаливый:A:-:-			
akathayamāna	akaTayamAna	ADJ	3	2	отшельника	flag	inflected,unknown	отшельник		отшельник:S:-:-			
akava	akava	ADJ	4	1	щедрыми	flag	inflected,unknown	щедрый		щедрый:A:-:-			
akava	akava	ADJ	4	3	изобилуя	flag	inflected,unknown	изобиловать		изобиловать:V:-:-			
akavāri	akavAri	noun	3	1	Нескаредного	flag	inflected,unknown	нескаредный		нескаредный:A:-:-			
akheda	aKeda	NOUN	2	2	неутомимо	flag	inflected,unknown	неутомимый		неутомимый:A:-:-			
akhila	aKila	ADJ	109	3	всю	flag	inflected	весь	5	весь:A:5:4305.27			
akilbiṣa	akilbiza	ADJ	2	1	безгрешного	flag	inflected,unknown	безгрешный		безгрешный:A:-:-			
akilbiṣa	akilbiza	ADJ	2	2	безвинного	flag	inflected,unknown	безвинный		безвинный:A:-:-			
akiñcana	akiYcana	ADJ	4	2	неимущим	flag	inflected,unknown	неимущий		неимущий:A:-:-			
akliṣṭa	aklizwa	ADJ	20	1	неусыпному	flag	inflected,unknown	неусыпный		неусыпный:A:-:-			
akliṣṭa	aklizwa	ADJ	20	3	неустанного	flag	inflected,unknown	неустанный		неустанный:A:-:-			
akovida	akovida	noun	7	2	непривычную	flag	inflected,unknown	непривычный		непривычный:A:-:-			
akra	akra	NOUN	6	3	коню	flag	inflected,unknown	конь		конь:S:-:-			
akriya	akriya	ADJ	21	3	бездействует	flag	inflected,unknown	бездействовать		бездействовать:V:-:-			
akulīna	akulIna	ADJ	3	1	безродной	flag	inflected,unknown	безродный		безродный:A:-:-			
akulīna	akulIna	ADJ	3	2	низкого	flag	inflected,unknown	низкий		низкий:A:-:-			
akulīna	akulIna	ADJ	3	3	неродовитых	flag	inflected,unknown	неродовитый		неродовитый:A:-:-			
akuśala	akuSala	ADJ	29	2	неблагоприятного	flag	inflected,unknown	неблагоприятный		неблагоприятный:A:-:-			
akuśala	akuSala	ADJ	29	3	неблагоприятную	flag	inflected,unknown	неблагоприятный		неблагоприятный:A:-:-			
akāmatas	akAmatas	ADV	3	1	неумышленно	flag	inflected,unknown	неумышленный		неумышленный:A:-:-			
akāmatā	akAmatA	noun	3	2	неумышленном	flag	inflected,unknown	неумышленный		неумышленный:A:-:-			
akāmatā	akAmatA	noun	3	3	неумышленно	flag	inflected,unknown	неумышленный		неумышленный:A:-:-			
akūpāra	akUpAra	NOUN	7	1	Безграничным	flag	inflected,unknown	безграничный		безграничный:A:-:-			
akṛta	akfta	ADJ	55	2	несотворенного	flag	inflected,unknown	несотворённый		несотворённый:A:-:-			
akṛta	akfta	ADJ	55	3	недействительными	flag	inflected,unknown	недействительный		недействительный:A:-:-			
akṛtabuddhi	akftabudDi	ADJ	3	1	необразованностью	flag	inflected,unknown	необразованность		необразованность:S:-:-			
akṛtabuddhi	akftabudDi	ADJ	3	2	безумному	flag	inflected,unknown	безумный		безумный:A:-:-			
akṛtabuddhi	akftabudDi	ADJ	3	3	безрассудным	flag	inflected,unknown	безрассудный		безрассудный:A:-:-			
akṛtabuddhitva	akftabudDitva	noun	15	1	недомыслию	flag	inflected,unknown	недомыслие		недомыслие:S:-:-			
akṛtajña	akftajYa	ADJ	3	2	неблагодарным	flag	inflected,unknown	неблагодарный		неблагодарный:A:-:-			
akṛtrima	akftrima	noun	2	1	спонтанного	flag	inflected,unknown	спонтанный		спонтанный:A:-:-			
akṛtsna	akftsna	ADJ	2	2	неполным	flag	inflected,unknown	неполный		неполный:A:-:-			
akṛṣṇa	akfzRa	ADJ	4	3	явными	flag	inflected,unknown	явный		явный:A:-:-			
akṣ	akz	VERB	4	2	Оскопи	flag	inflected,unknown	оскопить		оскопить:V:-:-			
akṣama	akzama	ADJ	4	1	невыполнима	flag	inflected,soft_rare	невыполнимый	2	невыполнимый:A:2:2.12			
akṣamin	akzamin	noun	3	2	прощает	flag	inflected,unknown	прощать		прощать:V:-:-			
akṣamin	akzamin	noun	3	3	близится	flag	inflected,unknown	близиться		близиться:V:-:-			
akṣata	akzata	NOUN	22	1	невредимым	flag	inflected,unknown	невредимый		невредимый:A:-:-			
akṣata	akzata	NOUN	22	2	невредим	flag	inflected,unknown	невредимый		невредимый:A:-:-			
akṣatayoni	akzatayoni	noun	3	1	девственниц	flag	inflected,unknown	девственница		девственница:S:-:-			
akṣaya	akzaya	ADJ	107	1	нетленные	flag	soft_rare		2	нетленный:A:2:2.68			
akṣaya	akzaya	ADJ	107	3	вечное	flag	inflected,unknown	вечный		вечный:A:-:-			
akṣi	akzi	NOUN	86	3	глазу	flag	inflected,unknown	глаз		глаз:S:-:-			
akṣipat	akzipat	ADV	4	1	взгляда	flag	inflected,unknown	взгляд		взгляд:S:-:-			
akṣiti	akziti	ADJ	11	1	немеркнущую	flag	inflected,unknown	немеркнущий		немеркнущий:A:-:-			
akṣobhya	akzoBya	NOUN	23	2	невозмутимому	flag	inflected,unknown	невозмутимый		невозмутимый:A:-:-			
akṣobhya	akzoBya	NOUN	23	3	невозмутим	flag	inflected,unknown	невозмутимый		невозмутимый:A:-:-			
akṣāralavaṇa	akzAralavaRa	noun	2	1	несоленую	flag	inflected,unknown	несолёный		несолёный:A:-:-			
alabhya	alaBya	ADJ	6	1	недоступной	flag	inflected,unknown	недоступный		недоступный:A:-:-			
alabhya	alaBya	ADJ	6	2	недоступна	flag	inflected,unknown	недоступный		недоступный:A:-:-			
alabhya	alaBya	ADJ	6	3	труднодостижимого	flag	inflected,unknown	труднодостижимый		труднодостижимый:A:-:-			
alajja	alajja	ADJ	3	2	нескромных	flag	inflected,unknown	нескромный		нескромный:A:-:-			
alakta	alakta	NOUN	2	1	лаком	flag	inflected_ambiguous,unknown			лак:S:-:-			
alakṣaṇa	alakzaRa	NOUN	11	1	дефектно	flag	inflected,unknown	дефектный		дефектный:A:-:-			
alakṣita	alakzita	ADJ	14	1	необозначенных	flag	inflected,unknown	необозначенный		необозначенный:A:-:-			
alakṣita	alakzita	ADJ	14	2	незамеченными	flag	inflected,unknown	незамеченный		незамеченный:A:-:-			
alakṣmī	alakzmI	NOUN	6	3	бедою	flag	inflected,unknown	беда		беда:S:-:-			
alar	alar	VERB	3	1	Играет	flag	inflected,unknown	играть		играть:V:-:-			
alar	alar	VERB	3	2	возбуждаешься	flag	inflected,unknown	возбуждаться		возбуждаться:V:-:-			
alasa	alasa	ADJ	28	2	ленив	flag	inflected,unknown	ленивый		ленивый:A:-:-			
alaṃkṛ	alaMkf	VERB	24	2	украшенного	flag	inflected,unknown	украшенный		украсить:V:-:-			
alaṃkṛta	alaMkfta	noun	65	3	украшенную	flag	inflected,unknown	украшенный		украсить:V:-:-			
alohita	alohita	ADJ	2	2	бесцветного	flag	inflected,unknown	бесцветный		бесцветный:A:-:-			
alomaka	alomaka	ADJ	3	2	безволосую	flag	inflected,unknown	безволосый		безволосый:A:-:-			
alpa	alpa	ADJ	111	2	малой	flag	inflected,unknown	малый		малый:A:-:-			
alpamedhas	alpameDas	ADJ	17	1	преходяща	flag	inflected,unknown	преходящий		преходящий:A:-:-			
alpaphala	alpaPala	noun	2	1	ничтожными	flag	inflected,unknown	ничтожный		ничтожный:A:-:-			
alpapuṇya	alpapuRya	noun	3	2	недостойным	flag	inflected,unknown	недостойный		недостойный:A:-:-			
alpasāra	alpasAra	noun	2	1	малоценных	flag	inflected,unknown	малоценный		малоценный:A:-:-			
alpatara	alpatara	ADJ	9	3	незначителен	flag	inflected,unknown	незначительный		незначительный:A:-:-			
alpaśeṣa	alpaSeza	noun	4	2	незначительными	flag	inflected,unknown	незначительный		незначительный:A:-:-			
alpāvaśiṣṭa	alpAvaSizwa	noun	4	1	малочисленными	flag	inflected,unknown	малочисленный		малочисленный:A:-:-			
alpāyus	alpAyus	noun	3	1	недолговечен	flag	inflected,unknown	недолговечный		недолговечный:A:-:-			
alpīyas	alpIyas	ADJ	5	1	меньшую	flag	inflected_ambiguous,unknown			малый:A:-:-			
alābha	alABa	NOUN	19	3	потерю	flag	inflected,unknown	потеря		потеря:S:-:-			
alāta	alAta	NOUN	3	3	головню	flag	inflected,unknown	головня		головня:S:-:-			
alīka	alIka	NOUN	8	1	бедствий	flag	inflected,unknown	бедствие		бедствие:S:-:-			
alīka	alIka	NOUN	8	2	неприятное	flag	inflected,unknown	неприятный		неприятный:A:-:-			
alīka	alIka	NOUN	8	3	оскорбив	flag	inflected,unknown	оскорбить		оскорбить:V:-:-			
am	am	VERB	19	1	болит	flag	inflected,unknown	болеть		болеть:V:-:-			
ama	ama	NOUN	21	2	неистовством	flag	inflected,unknown	неистовство		неистовство:S:-:-			
amadhyama	amaDyama	ADJ	3	2	несравненный	flag	soft_rare		2	несравненный:A:2:4.40			
amala	amala	ADJ	54	1	чистых	flag	inflected,unknown	чистый		чистый:A:-:-			
amanas	amanas	NOUN	6	1	вспоминая	flag	inflected,unknown	вспоминать		вспоминать:V:-:-			
amanaska	amanaska	noun	3	2	неразумен	flag	inflected,unknown	неразумный		неразумный:A:-:-			
amanaska	amanaska	noun	3	3	глуп	flag	inflected,unknown	глупый		глупый:A:-:-			
amanda	amanda	ADJ	3	3	великим	flag	inflected	великий	4	великий:A:4:442.42			
amantṛ	amantf	noun	2	1	немыслящим	flag	inflected,unknown	немыслящий		немыслящий:A:-:-			
amanyamāna	amanyamAna	noun	3	1	неразумными	flag	inflected,unknown	неразумный		неразумный:A:-:-			
amara	amara	NOUN	85	2	бессмертных	flag	inflected	бессмертный	3	бессмертный:A:3:16.79			
amara	amara	NOUN	85	3	бессмертными	flag	inflected	бессмертный	3	бессмертный:A:3:16.79			
amaradviṣ	amaradviz	NOUN	2	2	богов	flag	inflected	бог	4	бог:S:4:587.01			
amaraprakhya	amarapraKya	noun	5	2	Богоподобного	flag	inflected,unknown	богоподобный		богоподобный:A:-:-			
amarman	amarman	ADJ	2	1	неуязвимому	flag	inflected,unknown	неуязвимый		неуязвимый:A:-:-			
amartya	amartya	ADJ	100	2	бессмертного	flag	inflected	бессмертный	3	бессмертный:A:3:16.79			
amarī	amarI	NOUN	4	2	бессмертную	flag	inflected	бессмертный	3	бессмертный:A:3:16.79			
amarṣa	amarza	NOUN	65	2	гнева	flag	inflected,unknown	гнев		гнев:S:-:-			
