lemma	nkrya_pos	gloss_rows
виднеться	V	4
висеть	V	4
водяной	S	4
воевать	V	4
вожжа	S	4
возбудитель	S	4
возбуждаться	V	4
возвеличивать	V	4
возвести	V	4
возгласить	V	4
воздвигнуть	V	4
возжелать	V	4
вознести	V	4
возноситься	V	4
возражать	V	4
возразить	V	4
возрастание	S	4
воистину	ADV	4
волновать	V	4
волноваться	V	4
волокно	S	4
воображать	V	4
воробей	S	4
воспылать	V	4
восславить	V	4
восхитительный	A	4
впадать	V	4
вредный	A	4
вручать	V	4
вручить	V	4
всевидящий	A	4
всевышний	S	4
вседержитель	S	4
всезнание	S	4
вспомогательный	A	4
вспыльчивый	A	4
всяческий	A	4
выдавать	V	4
выдать	V	4
выделяться	V	4
выдоить	V	4
выезд	S	4
выкопать	V	4
выманить	V	4
выражать	V	4
высказывание	S	4
высохший	A	4
выстрел	S	4
выстроить	V	4
выступление	S	4
вытекать	V	4
гаятереть	V	4
глагол	S	4
гладить	V	4
глиняный	A	4
глотать	V	4
гневливый	A	4
гнедой	A	4
горячее	S	4
грозить	V	4
гул	S	4
данав	S	4
данник	S	4
двадцатый	A	4
двенадцатый	A	4
движимый	A	4
деверь	S	4
девица	S	4
девятый	A	4
действительный	A	4
демонический	A	4
дерзость	S	4
детородный	A	4
дивно	ADV	4
дневный	A	4
доброжелательный	A	4
довести	V	4
дозволить	V	4
доить	V	4
доказать	V	4
долженствовать	V	4
домогательство	S	4
дополнение	S	4
дополнительный	A	4
доска	S	4
достижимый	A	4
достойно	ADV	4
доходить	V	4
древнеиндий	S	4
дрогнуть	V	4
единение	S	4
ездить	V	4
ездок	S	4
еле	ADV	4
жалование	S	4
жареный	A	4
жизненно	ADV	4
жильё	S	4
жительница	S	4
забвение	S	4
завеса	S	4
завидовать	V	4
завистливый	A	4
завязать	V	4
загрязнить	V	4
задержать	V	4
заключать	V	4
замкнутый	A	4
запястье	S	4
зареветь	V	4
зарыть	V	4
засуха	S	4
затмевать	V	4
защитный	A	4
звенеть	V	4
здравие	S	4
зевать	V	4
зелёный	A	4
земледелие	S	4
землекоп	S	4
злокозненный	A	4
злословие	S	4
злосчастный	A	4
змей	S	4
знакомый	A	4
зола	S	4
зубец	S	4
зубчатый	A	4
игрушка	S	4
избавляться	V	4
избрать	V	4
избыток	S	4
известность	S	4
изложение	S	4
измениться	V	4
изнурённый	A	4
изнутри	ADV	4
иллюстративный	A	4
именовать	V	4
испить	V	4
исполняться	V	4
испражнение	S	4
истощённый	A	4
исчезновение	S	4
казна	S	4
кальпа	S	4
карать	V	4
кастрат	S	4
качаться	V	4
кашель	S	4
кладовая	S	4
ковёр	S	4
когда-либо	ADV	4
колдовать	V	4
колышек	S	4
компонент	S	4
конечный	A	4
кора	S	4
костный	A	4
красавец	S	4
красноглазый	A	4
краткий	A	4
крепление	S	4
кровный	A	4
кровожадный	A	4
кружиться	V	4
крутой	A	4
крушить	V	4
крюк	S	4
крючок	S	4
кузнец	S	4
кулачный	A	4
кунжут	S	4
куропатка	S	4
кусать	V	4
куст	S	4
кухня	S	4
лавка	S	4
лакрица	S	4
ласка	S	4
лебедь	S	4
легкопроходимый	A	4
лекарство	S	4
лекарь	S	4
лемех	S	4
лепесток	S	4
летний	A	4
лишение	S	4
лишний	A	4
ловушка	S	4
ложь	S	4
ломать	V	4
лотосоподобный	A	4
львиный	A	4
людской	A	4
магадх	S	4
магнит	S	4
мандар	S	4
математик	S	4
матсьев	S	4
медвяный	A	4
медлительный	A	4
менее	ADV	4
ментальный	A	4
меткий	A	4
мечтать	V	4
мешать	V	4
мираж	S	4
молиться	V	4
молот	S	4
моргать	V	4
морда	S	4
морщина	S	4
мочить	V	4
мутный	A	4
мутовка	S	4
мучительный	A	4
мучиться	V	4
навсегда	ADV	4
надзор	S	4
надлежать	V	4
накидка	S	4
налетать	V	4
налог	S	4
напоить	V	4
наполнение	S	4
напрасный	A	4
наслать	V	4
насыщение	S	4
начикетас	S	4
небрежение	S	4
невестка	S	4
невольно	ADV	4
недалёкий	A	4
недозволенный	A	4
незабываемый	A	4
незаметно	ADV	4
незамеченный	A	4
неизбежный	A	4
неизвестно	ADV	4
неисчислимый	A	4
некий	A	4
нелегко	ADV	4
немедленно	ADV	4
немой	A	4
ненаблюдаемый	A	4
ненавидеть	V	4
ненадёжный	A	4
ненамеренно	ADV	4
необъятный	A	4
неожиданно	ADV	4
неподходящий	A	4
непосредственно	ADV	4
непривычный	A	4
непригодный	A	4
неприятель	S	4
нерешительность	S	4
несколько	ADV	4
несокрушимый	A	4
несостоятельный	A	4
несуществование	S	4
неуклонный	A	4
неуязвимость	S	4
нештара	S	4
низвергнуть	V	4
ноша	S	4
нравственность	S	4
ныне	ADV	4
нёбо	S	4
обагрить	V	4
обвевать	V	4
обездолить	V	4
обесчестить	V	4
обладание	S	4
облачиться	V	4
обличие	S	4
обоняние	S	4
обонять	V	4
оборотень	S	4
обратный	A	4
обслуживающий	A	4
обучить	V	4
объединять	V	4
оглушить	V	4
оглядывать	V	4
одевать	V	4
одиночество	S	4
однородный	A	4
оживить	V	4
оживлять	V	4
окно	S	4
окова	S	4
окрасить	V	4
окропление	S	4
окружный	A	4
омыться	V	4
определить	V	4
определять	V	4
опускаться	V	4
опять	ADV	4
осиливать	V	4
оскорбитель	S	4
ослабление	S	4
останавливать	V	4
остановка	S	4
остророгий	A	4
осудить	V	4
осуществление	S	4
осуществлять	V	4
осязаемость	S	4
ответный	A	4
отводить	V	4
отворачиваться	V	4
отвратительный	A	4
отдалить	V	4
отдыхать	V	4
отказать	V	4
открываться	V	4
отличие	S	4
отложить	V	4
отнимать	V	4
относить	V	4
отобрать	V	4
отовсюду	ADV	4
отпускать	V	4
отравить	V	4
отрубить	V	4
отход	S	4
отчётливый	A	4
отыскать	V	4
охочий	A	4
очаг	S	4
очиститель	S	4
ощутить	V	4
парамахамса	S	4
передать	V	4
перейти	V	4
переливаться	V	4
перемена	S	4
переправить	V	4
переправлять	V	4
пересохнуть	V	4
перехитрить	V	4
пир	S	4
пиршественный	A	4
пламенеть	V	4
плодоносить	V	4
плот	S	4
плотный	A	4
площадка	S	4
побежать	V	4
поблёкнуть	V	4
поворачивать	V	4
повязка	S	4
погубитель	S	4
подать	V	4
поддержание	S	4
подземный	A	4
подкладывать	V	4
подмостки	S	4
подобие	S	4
показание	S	4
поколение	S	4
покорение	S	4
покоящийся	A	4
покраснеть	V	4
покровительствовать	V	4
пол	S	4
ползти	V	4
полоска	S	4
помеха	S	4
помещать	V	4
поминовение	S	4
понравиться	V	4
понукать	V	4
поперёк	ADV	4
попона	S	4
попрощаться	V	4
поражающий	A	4
поранить	V	4
порастить	V	4
поручить	V	4
порция	S	4
порча	S	4
поселиться	V	4
посередине	ADV	4
посещать	V	4
последователь	S	4
посовещаться	V	4
постоянство	S	4
поступь	S	4
потара	S	4
потечь	V	4
поучать	V	4
похваляться	V	4
почётный	A	4
пр	A	4
правдоречивый	A	4
прадакшина	S	4
прадед	S	4
превозмогать	V	4
превосходно	ADV	4
преградить	V	4
предвидеть	V	4
предоставить	V	4
представляться	V	4
предстать	V	4
преисполниться	V	4
прекраснорожденный	A	4
пренебречь	V	4
прерываться	V	4
преступление	S	4
прибыль	S	4
привет	S	4
придворный	S	4
придерживаться	V	4
приезжать	V	4
приехать	V	4
признать	V	4
призрак	S	4
прикоснуться	V	4
прилагать	V	4
приласкать	V	4
приниматься	V	4
приобрести	V	4
приписывать	V	4
прислуга	S	4
прислужник	S	4
пристяжной	A	4
присутствовать	V	4
приют	S	4
проверить	V	4
провидец	S	4
провозглашать	V	4
продажный	A	4
прозорливец	S	4
проклятый	A	4
проломитель	S	4
промолвить	V	4
пропадать	V	4
прореветь	V	4
просветлеть	V	4
простереться	V	4
простирать	V	4
простокваша	S	4
просторный	A	4
противный	A	4
протянуться	V	4
процент	S	4
прочно	ADV	4
проявиться	V	4
проявляться	V	4
пудра	S	4
пуститься	V	4
